 'Walmart Supercenter 4505 W Charleston Blvd', 'Walmart Supercenter 4505 W Charleston Blvd Westside Las Vegas  NV 89102'
 'Walmart Supercenter 4617 E Bell Rd', 'Walmart Supercenter 4617 E Bell Rd Phoenix  AZ 85032'
 'Walmart Supercenter 4747 E Cactus Rd', 'Walmart Supercenter 4747 E Cactus Rd Phoenix  AZ 85032'
 'Walmart Supercenter 4915 N Pima Rd', 'Walmart Supercenter 4915 N Pima Rd Scottsdale  AZ 85251'
 'Walmart Supercenter 5010 N 95th Ave', 'Walmart Supercenter 5010 N 95Th Ave Glendale  AZ 85305'
 'Walmart Supercenter 5198 Boulder Hwy', 'Walmart Supercenter 5198 Boulder Hwy Eastside Las Vegas  NV 89122'
 'Walmart Supercenter 5200 S Fort Apache Rd', 'Walmart Supercenter 5200 S Fort Apache Rd Spring Valley Las Vegas  NV 89148'
 'Walmart Supercenter 5250 W Indian School Rd', 'Walmart Supercenter 5250 W Indian School Rd Phoenix  AZ 85031'
 'Walmart Supercenter 5290 S Power Rd', 'Walmart Supercenter 5290 S Power Rd Gilbert  AZ 85295'
 'Walmart Supercenter 540 Marks St', 'Walmart Supercenter 540 Marks St Henderson  NV 89014'
 'Walmart Supercenter 5605 W Northern Ave', 'Walmart Supercenter 5605 W Northern Ave Glendale  AZ 85301'
 'Walmart Supercenter 5825 Thunder Rd', 'Walmart Supercenter 5825 Thunder Rd Concord  NC 28027'
 'Walmart Supercenter 5845 W Bell Rd', 'Walmart Supercenter 5845 W Bell Rd Glendale  AZ 85308'
 'Walmart Supercenter 6005 S Eastern Ave', 'Walmart Supercenter 6005 S Eastern Ave Southeast Las Vegas  NV 89119'
 'Walmart Supercenter 6131 E Southern Ave', 'Walmart Supercenter 6131 E Southern Ave Mesa  AZ 85206'
 'Walmart Supercenter 6145 N 35th Ave', 'Walmart Supercenter 6145 N 35Th Ave Phoenix  AZ 85017'
 'Walmart Supercenter 6150 S 35th Ave', 'Walmart Supercenter 6150 S 35Th Ave Phoenix  AZ 85041'
 'Walmart Supercenter 6464 N Decatur Blvd', 'Walmart Supercenter 6464 N Decatur Blvd Las Vegas  NV 89131'
 'Walmart Supercenter 7200 Arroyo Crossing Pkwy', 'Walmart Supercenter 7200 Arroyo Crossing Pkwy Spring Valley Las Vegas  NV 89113'
 'Walmart Supercenter 7575 W Lower Buckeye Rd', 'Walmart Supercenter 7575 W Lower Buckeye Rd Phoenix  AZ 85043'
 'Walmart Supercenter 7735 N Tryon St', 'Walmart Supercenter 7735 N Tryon St University City Charlotte  NC 28262'
 'Walmart Supercenter 7975 W Peoria Ave', 'Walmart Supercenter 7975 W Peoria Ave Peoria  AZ 85345'
 'Walmart Supercenter 800 E Southern Ave', 'Walmart Supercenter 800 E Southern Ave Tempe  AZ 85282'
 'Walmart Supercenter 800 W Warner Rd', 'Walmart Supercenter 800 W Warner Rd Chandler  AZ 85225'
 'Walmart Supercenter 8180 S Tryon St', 'Walmart Supercenter 8180 S Tryon St Steele Creek Charlotte  NC 28273'
 'Walmart Supercenter 8200 W Peoria Ave', 'Walmart Supercenter 8200 W Peoria Ave Peoria  AZ 85345'
 'Walmart Supercenter 857 N Dobson Rd', 'Walmart Supercenter 857 N Dobson Rd Mesa  AZ 85201'
 'Walmart Supercenter 9820 Callabridge Ct', 'Walmart Supercenter 9820 Callabridge Ct Charlotte  NC 28216'
 'Walnut Street Tea 115 S Walnut St', 'Walnut Street Tea 115 S Walnut St Champaign  IL 61820'
 'Walton Fish Merchants 38 Clerk St', 'Walton Fish Merchants 38 Clerk St Newington Edinburgh EH8 9HX'
 'Wandering Donkey ', 'Wandering Donkey Cave Creek  AZ'
 'Wang & King Asian Cafe 10720 S Tryon St', 'Wang & King Asian Cafe 10720 S Tryon St Steele Creek Charlotte  NC 28273'
 'Wang Express 4747 E Bell Rd  Ste 19', 'Wang Express 4747 E Bell Rd Ste 19 Phoenix  AZ 85032'
 'Warsaw Village World Foods 10720 W Indian School Rd', 'Warsaw Village World Foods 10720 W Indian School Rd Phoenix  AZ 85037'
 'Water  Ice & More 15508 West Bell Rd', 'Water  Ice & More 15508 West Bell Rd Surprise  AZ 85374'
 'Water & Ice 5115 W Southern Ave', 'Water & Ice 5115 W Southern Ave Laveen  AZ 85339'
 'Water & Ice Cream 802 W. Osborn Rd.', 'Water & Ice Cream 802 W. Osborn Rd. Phoenix  AZ 85013'
 "Water 'n Ice 1146 N Mesa Dr", "Water 'n Ice 1146 N Mesa Drive Mesa  AZ 85201"
 "Water 'n Ice 2765 N Scottsdale Rd", "Water 'n Ice 2765 N Scottsdale Rd Scottsdale  AZ 85257"
 "Water 'n Ice 2814 W Bell Rd", "Water 'n Ice 2814 W Bell Rd Phoenix  AZ 85053"
 'Water And Ice 3911 E Thomas Rd  Ste 4', 'Water And Ice 3911 E Thomas Rd Ste 4 Phoenix  AZ 85018'
 'Water Ice Cream & More 33 W Baseline Rd', 'Water Ice Cream & More 33 W Baseline Rd Tempe  AZ 85283'
 'Water Mart 10855 N Tatum Blvd', 'Water Mart 10855 N Tatum Boulevard Phoenix  AZ 85028'
 'Water Mart 1230 S Gilbert Rd  Ste 16', 'Water Mart 1230 S Gilbert Rd Ste 16 Mesa  AZ 85204'
 'Water Mart 7750 E McDowell Rd  Ste 105', 'Water Mart 7750 E McDowell Rd Ste 105 Scottsdale  AZ 85257'
 'Water N Ice 1070 E Ray Rd', 'Water N Ice 1070 E Ray Rd Chandler  AZ 85225'
 'Water N Ice 2824 E Indian School Rd', 'Water N Ice 2824 E Indian School Rd Phoenix  AZ 85016'
 'Water N Ice 8129 N 35th Ave  Ste 1', 'Water N Ice 8129 N 35th Ave Ste 1 Phoenix  AZ 85051'
 'Water and Ice 2945 E Riggs Rd', 'Water and Ice 2945 E Riggs Rd Chandler  AZ 85249'
 'Water and Ice 2960 S Alma School Rd  Ste 1', 'Water and Ice 2960 S Alma School Rd Ste 1 Chandler  AZ 85248'
 'Water and Ice Ahwatukee 4855 E Warner Rd  Ste A20', 'Water and Ice Ahwatukee 4855 E Warner Rd Ste A20 Phoenix  AZ 85044'
 'Water and Ice Discount Superstore 785 W Warner Rd  Ste A113', 'Water and Ice Discount Superstore 785 W Warner Rd Ste A113 Gilbert  AZ 85233'
 'Waterworks Water & Ice 10665 W Indian School Rd', 'Waterworks Water & Ice 10665 W Indian School Rd Avondale  AZ 85323'
 'Wawel 5499 Sherbrooke Rue', 'Wawel 5499 Sherbrooke Rue Notre-Dame-de-Grâce Montréal  QC H4A 1W1'
 'Wawel Patisserie 7070 Henri-Julien Avenue', 'Wawel Patisserie 7070 Henri-Julien Avenue Rosemont-La Petite-Patrie Montréal  QC H2S 3S3'
 'Weather & Coffee 3607 East Bell Road  Ste.  #1', 'Weather & Coffee 3607 East Bell Road  Ste. #1 Phoenix  AZ 85032'
 'Wedge & Bottle 4025 E Chandler Blvd  Ste 44', 'Wedge & Bottle 4025 E Chandler Blvd Ste 44 Phoenix  AZ 85048'
 'Wee Coffee Bar 107-09 Morrison Street  Tollcross', 'Wee Coffee Bar 107-09 Morrison Street Tollcross West End Edinburgh EH3 8BX'
 'Wei of Chocolate ', 'Wei of Chocolate Phoenix  AZ 85007'
 'Weinerschnitzel 7390 S Las Vegas Blvd  Ste 100', 'Weinerschnitzel 7390 S Las Vegas Blvd Ste 100 Southeast Las Vegas  NV 89123'
 'Weiss Restaurant Deli Bakery 2744 N Green Valley Pkwy', 'Weiss Restaurant Deli & Bakery 2744 N Green Valley Pkwy Henderson  NV 89014'
 'Welch Fishmongers 34 Great Junction Street', 'Welch Fishmongers 34 Great Junction Street Leith Edinburgh EH6 5LA'
 'Welch Fishmongers 39 Queensferry St', 'Welch Fishmongers 39 Queensferry St West End Edinburgh EH2 4QS'
 'Welch Fishmongers Fish Market Building  23 Pier Place', 'Welch Fishmongers Fish Market Building 23 Pier Place Leith Edinburgh EH6 4LP'
 'Welcome Chicken + Donuts 1535 E Buckeye Rd', 'Welcome Chicken + Donuts 1535 E Buckeye Rd Phoenix  AZ 85034'
 'Well Hung & Tender Edinburgh Farmers Market  Essential Edinburgh  139 George Street', 'Well Hung & Tender Edinburgh Farmers Market Essential Edinburgh 139 George Street New Town Edinburgh EH2'
 'Wellington Coffee 33A George Street', 'Wellington Coffee 33B George Street New Town Edinburgh EH2 2HN'
 'Wellington Coffee 70 Hanover Street', 'Wellington Coffee 70 Hanover Street New Town Edinburgh EH2 1EL'
 "Wendy's 1015 Ohio River Blvd", "Wendy's 1015 Ohio River Blvd Bellevue Pittsburgh  PA 15202"
 "Wendy's 10235 University City Blvd", "Wendy's 10235 University City Blvd University City Charlotte  NC 28213"
 "Wendy's 1045 S Arizona Ave", "Wendy's 1045 S Arizona Ave Chandler  AZ 85248"
 "Wendy's 10714 E Southern Ave", "Wendy's 10714 E Southern Ave Mesa  AZ 85209"
 "Wendy's 11011 S Eastern Ave", "Wendy's 11011 S Eastern Ave Anthem Henderson  NV 89052"
 "Wendy's 1110 E Baseline Rd", "Wendy's 1110 E Baseline Rd Tempe  AZ 85283"
 "Wendy's 1110 W Sugar Creek Rd", "Wendy's 1110 W Sugar Creek Rd North Charlotte Charlotte  NC 28213"
 "Wendy's 11145 E Independence Blvd", "Wendy's 11145 E Independence Blvd Matthews  NC 28105"
 "Wendy's 1131 W Sunset Rd", "Wendy's 1131 W Sunset Rd Henderson  NV 89014"
 "Wendy's 1151 S Rainbow Blvd", "Wendy's 1151 S Rainbow Blvd Westside Las Vegas  NV 89146"
 "Wendy's 116 Peebles St", "Wendy's 116 Peebles St Point Breeze Pittsburgh  PA 15221"
 "Wendy's 11640 Providence Rd", "Wendy's 11640 Providence Rd Charlotte  NC 28277"
 "Wendy's 1175 W Chandler Blvd", "Wendy's 1175 W Chandler Blvd Chandler  AZ 85224"
 "Wendy's 1178 N Litchfield Rd", "Wendy's 1178 N Litchfield Rd Goodyear  AZ 85395"
 "Wendy's 1205 N Country Club Dr", "Wendy's 1205 N Country Club Dr Mesa  AZ 85201"
 "Wendy's 12630 N Tatum Blvd", "Wendy's 12630 N Tatum Blvd Phoenix  AZ 85032"
 "Wendy's 1301 W Craig Rd", "Wendy's 1301 W Craig Rd North Las Vegas  NV 89032"
 "Wendy's 13885 N 59th Ave", "Wendy's 13885 N 59th Ave Glendale  AZ 85306"
 "Wendy's 1405 W Baseline Rd", "Wendy's 1405 W Baseline Rd Tempe  AZ 85283"
 "Wendy's 15389 W Cactus Rd", "Wendy's 15389 W Cactus Rd Surprise  AZ 85379"
 "Wendy's 15416 N Pima Rd", "Wendy's 15416 N Pima Rd Scottsdale  AZ 85260"
 "Wendy's 16055 Johnston Rd", "Wendy's 16055 Johnston Rd Ballantyne Charlotte  NC 28277"
 "Wendy's 162 Gorgie Road", "Wendy's 162 Gorgie Road Edinburgh EH11 2NT"
 "Wendy's 1660 Cochran Rd", "Wendy's 1660 Cochran Rd Pittsburgh  PA 15220"
 "Wendy's 1703 S Braddock Ave", "Wendy's 1703 S Braddock Ave Pittsburgh  PA 15218"
 "Wendy's 17218 E Shea Blvd", "Wendy's 17218 E Shea Blvd Fountain Hills  AZ 85268"
 "Wendy's 1725 W Charleston Blvd", "Wendy's 1725 W Charleston Blvd Downtown Las Vegas  NV 89102"
 "Wendy's 1800 Hwy 160 W", "Wendy's 1800 Hwy 160 W Fort Mill  SC 29708"
 "Wendy's 1801 Sardis Rd N", "Wendy's 1801 Sardis Rd N Charlotte  NC 28270"
 "Wendy's 1810 W Elliot Rd", "Wendy's 1810 W Elliot Rd Tempe  AZ 85284"
 "Wendy's 2019 N Power Rd", "Wendy's 2019 N Power Rd Mesa  AZ 85215"
 "Wendy's 2024 E Camelback Rd", "Wendy's 2024 E Camelback Rd Phoenix  AZ 85016"
 "Wendy's 20242 N 27th Ave", "Wendy's 20242 N 27th Ave Phoenix  AZ 85027"
 "Wendy's 2056 S Ellsworth Rd", "Wendy's 2056 S Ellsworth Rd Mesa  AZ 85209"
 "Wendy's 2125 E Baseline Rd", "Wendy's 2125 E Baseline Rd Gilbert  AZ 85234"
 "Wendy's 2226 W Deer Valley Rd", "Wendy's 2226 W Deer Valley Rd Phoenix  AZ 85027"
 "Wendy's 2346 E McDowell Rd", "Wendy's 2346 E McDowell Rd Phoenix  AZ 85006"
 "Wendy's 2410 W Liberty Ave", "Wendy's 2410 W Liberty Ave Beechview Pittsburgh  PA 15226"
 "Wendy's 2421 S Stoughton Rd", "Wendy's 2421 S Stoughton Rd Madison  WI 53716"
 "Wendy's 2550 N 75th Ave", "Wendy's 2550 N 75th Ave Phoenix  AZ 85035"
 "Wendy's 2601 S Eastern Ave", "Wendy's 2601 S Eastern Ave Eastside Las Vegas  NV 89169"
 "Wendy's 2640 W Thunderbird Rd", "Wendy's 2640 W Thunderbird Rd Phoenix  AZ 85023"
 "Wendy's 270 Carowinds Blvd", "Wendy's 270 Carowinds Boulevard Fort Mill  SC 29708"
 "Wendy's 2755 W Southern Ave", "Wendy's 2755 W Southern Ave Tempe  AZ 85282"
 "Wendy's 2801 Boyer St", "Wendy's 2801 Boyer St Charlotte  NC 28210"
 "Wendy's 2858 Fish Hatchery Rd", "Wendy's 2858 Fish Hatchery Rd Leopold Fitchburg  WI 53713"
 "Wendy's 2867 S San Tan Village Pkwy", "Wendy's 2867 S San Tan Village Pkwy Gilbert  AZ 85295"
 "Wendy's 2933 Eastway Dr", "Wendy's 2933 Eastway Dr Eastland Charlotte  NC 28205"
 "Wendy's 301 E Indian School Rd", "Wendy's 301 E Indian School Rd Phoenix  AZ 85012"
 "Wendy's 301 S Decatur Blvd", "Wendy's 301 S Decatur Blvd Westside Las Vegas  NV 89107"
 "Wendy's 3014 N Scottsdale Rd", "Wendy's 3014 N Scottsdale Rd Scottsdale  AZ 85251"
 "Wendy's 3025 W Peoria Ave", "Wendy's 3025 W Peoria Ave Phoenix  AZ 85029"
 "Wendy's 3200 Las Vegas Blvd S  Ste 3060", "Wendy's 3200 Las Vegas Blvd S Ste 3060 The Strip Las Vegas  NV 89109"
 "Wendy's 3251 Las Vegas Blvd N", "Wendy's 3251 Las Vegas Blvd N Sunrise Las Vegas  NV 89115"
 "Wendy's 3300 Freedom Dr", "Wendy's 3300 Freedom Dr Charlotte  NC 28208"
 "Wendy's 3330 W Bethany Home Rd", "Wendy's 3330 W Bethany Home Rd Phoenix  AZ 85017"
 "Wendy's 3333 W Tropicana Ave", "Wendy's 3333 W Tropicana Ave Las Vegas  NV 89103"
 "Wendy's 3450 W Greenway Rd", "Wendy's 3450 W Greenway Rd Phoenix  AZ 85053"
 "Wendy's 3520 W Baseline Rd", "Wendy's 3520 W Baseline Rd Phoenix  AZ 85339"
 "Wendy's 3524 Mount Holly Huntersville Rd", "Wendy's 3524 Mount Holly Huntersville Rd Charlotte  NC 28216"
 "Wendy's 3784 S Las Vegas Blvd", "Wendy's 3784 S Las Vegas Blvd The Strip Las Vegas  NV 89109"
 "Wendy's 3800 E Sky Harbor Blvd", "Wendy's 3800 E Sky Harbor Blvd Phoenix  AZ 85034"
 "Wendy's 3893 S Arizona Ave", "Wendy's 3893 S Arizona Ave Chandler  AZ 85286"
 "Wendy's 3910 E Washington Ave", "Wendy's 3910 E Washington Ave Westchester Gardens Madison  WI 53704"
 "Wendy's 3995 S Durango Dr", "Wendy's 3995 S Durango Dr Spring Valley Las Vegas  NV 89147"
 "Wendy's 400 S Boulder Hwy", "Wendy's 400 S Boulder Hwy Henderson  NV 89015"
 "Wendy's 4001 Butler St", "Wendy's 4001 Butler St Lawrenceville Pittsburgh  PA 15201"
 "Wendy's 4236 E Juanita Ave", "Wendy's 4236 E Juanita Ave Mesa  AZ 85206"
 "Wendy's 4335 Park Rd", "Wendy's 4335 Park Rd Charlotte  NC 28209"
 "Wendy's 4400 W Sahara Ave", "Wendy's 4400 W Sahara Ave Westside Las Vegas  NV 89102"
 "Wendy's 4426 S Tryon St", "Wendy's 4426 S Tryon St Charlotte  NC 28217"
 "Wendy's 4433 E Main St", "Wendy's 4433 E Main St Mesa  AZ 85205"
 "Wendy's 4450 E Sunset Rd", "Wendy's 4450 E Sunset Rd Henderson  NV 89014"
 "Wendy's 4507 W Flamingo Rd", "Wendy's 4507 W Flamingo Rd Las Vegas  NV 89103"
 "Wendy's 4510 Billy Graham Pkwy", "Wendy's 4510 Billy Graham Pkwy Charlotte  NC 28202"
 "Wendy's 4524 Browns Hill Rd", "Wendy's 4524 Browns Hill Rd Squirrel Hill Pittsburgh  PA 15217"
 "Wendy's 4560 N Rancho Dr", "Wendy's 4560 N Rancho Dr Northwest Las Vegas  NV 89130"
 "Wendy's 4684 E Ray Rd", "Wendy's 4684 E Ray Rd Gilbert  AZ 85296"
 "Wendy's 4701 E Bell Rd", "Wendy's 4701 E Bell Rd Phoenix  AZ 85032"
 "Wendy's 4760 E Flamingo Rd", "Wendy's 4760 E Flamingo Rd Eastside Las Vegas  NV 89121"
 "Wendy's 4815 E Carefree Hwy  Ste 108", "Wendy's 4815 E Carefree Hwy Ste 108 Cave Creek  AZ 85331"
 "Wendy's 4815 N Pima Rd", "Wendy's 4815 N Pima Rd Scottsdale  AZ 85251"
 "Wendy's 4902 E Ray Rd", "Wendy's 4902 E Ray Rd Phoenix  AZ 85044"
 "Wendy's 4915 E Chandler Blvd", "Wendy's 4915 E Chandler Blvd Phoenix  AZ 85048"
 "Wendy's 4915 N Pima Rd", "Wendy's 4915 N Pima Rd Scottsdale  AZ 85251"
 "Wendy's 500 N Green Valley Pkwy", "Wendy's 500 N Green Valley Pkwy Henderson  NV 89074"
 "Wendy's 505 N Cunningham", "Wendy's 505 N Cunningham Urbana  IL 61802"
 "Wendy's 515 W Warner Rd", "Wendy's 515 W Warner Rd Tempe  AZ 85284"
 "Wendy's 5214 Sunset Rd", "Wendy's 5214 Sunset Rd Derita Charlotte  NC 28269"
 "Wendy's 5225 W Indian School Rd", "Wendy's 5225 W Indian School Rd Phoenix  AZ 85031"
 "Wendy's 534 State St", "Wendy's 534 State St Capitol Madison  WI 53703"
 "Wendy's 5422 Baum Blvd", "Wendy's 5422 Baum Blvd Bloomfield Pittsburgh  PA 15232"
 "Wendy's 5501 Josh Birmingham Pkwy", "Wendy's 5501 Josh Birmingham Pkwy Charlotte  NC 28208"
 "Wendy's 5906 W Bell Rd", "Wendy's 5906 W Bell Rd Glendale  AZ 85308"
 "Wendy's 5965 W Chandler Blvd", "Wendy's 5965 W Chandler Blvd Chandler  AZ 85226"
 "Wendy's 6018 E Independence Blvd", "Wendy's 6018 E Independence Blvd Charlotte  NC 28212"
 "Wendy's 602 E Greenway Pkwy", "Wendy's 602 E Greenway Pkwy Phoenix  AZ 85022"
 "Wendy's 603 W Lake Mead Pkwy", "Wendy's 603 W Lake Mead Pkwy Henderson  NV 89015"
 "Wendy's 608 S Sixth St", "Wendy's 608 S Sixth St Champaign  IL 61820"
 "Wendy's 610 William Marks Way", "Wendy's 610 William Marks Way Homestead Homestead  PA 15120"
 "Wendy's 6198 W Flamingo Rd", "Wendy's 6198 W Flamingo Rd Las Vegas  NV 89103"
 "Wendy's 633 S Gammon Rd", "Wendy's 633 S Gammon Rd Madison  WI 53719"
 "Wendy's 660 Park St", "Wendy's 660 Park St Belmont  NC 28012"
 "Wendy's 6732 W Cheyenne Ave", "Wendy's 6732 W Cheyenne Ave Northwest Las Vegas  NV 89108"
 "Wendy's 6849 Matthews Mint Hill Rd", "Wendy's 6849 Matthews Mint Hill Rd Mint Hill  NC 28227"
 "Wendy's 6929 E Hampton Ave", "Wendy's 6929 E Hampton Ave Mesa  AZ 85209"
 "Wendy's 7000 E Mayo Blvd", "Wendy's 7000 E Mayo Blvd Phoenix  AZ 85054"
 "Wendy's 715 Charlottetowne Ave", "Wendy's 715 Charlottetowne Ave Myers Park Charlotte  NC 28204"
 "Wendy's 7150 W Lake Mead Blvd", "Wendy's 7150 W Lake Mead Boulevard Las Vegas  NV 89128"
 "Wendy's 725 Allegheny Ave", "Wendy's 725 Allegheny Ave North Side Pittsburgh  PA 15233"
 "Wendy's 727 S Cooper Rd", "Wendy's 727 S Cooper Rd Gilbert  AZ 85233"
 "Wendy's 7355 S Eastern Ave", "Wendy's 7355 S Eastern Ave Southeast Las Vegas  NV 89123"
 "Wendy's 76 N Stephanie St", "Wendy's 76 N Stephanie St Henderson  NV 89074"
 "Wendy's 7712 Rea Rd", "Wendy's 7712 Rea Rd Charlotte  NC 28277"
 "Wendy's 7720 Sossamon Ln NW", "Wendy's 7720 Sossamon Ln NW Concord  NC 28027"
 "Wendy's 7900 Arrowridge Blvd", "Wendy's 7900 Arrowridge Blvd Starmount Charlotte  NC 28273"
 "Wendy's 7920 Cambridge Commons Dr", "Wendy's 7920 Cambridge Commons Dr Charlotte  NC 28215"
 "Wendy's 816 W Warner Rd", "Wendy's 816 W Warner Rd Chandler  AZ 85225"
 "Wendy's 8160 W Sahara Ave", "Wendy's 8160 W Sahara Ave Westside Las Vegas  NV 89117"
 "Wendy's 8259 W Peoria Ave", "Wendy's 8259 W Peoria Ave Peoria  AZ 85345"
 "Wendy's 8273 W Union Hills Dr", "Wendy's 8273 W Union Hills Dr Glendale  AZ 85308"
 "Wendy's 84 E Germann Rd", "Wendy's 84 E Germann Rd Gilbert  AZ 85297"
 "Wendy's 844 N Rancho Dr", "Wendy's 844 N Rancho Dr Las Vegas  NV 89106"
 "Wendy's 875 S Val Vista Dr", "Wendy's 875 S Val Vista Drive Gilbert  AZ 85296"
 "Wendy's 8900 W Charleston Blvd", "Wendy's 8900 W Charleston Blvd Westside Las Vegas  NV 89117"
 "Wendy's 891 Freeport Rd", "Wendy's 891 Freeport Rd Pittsburgh  PA 15238"
 "Wendy's 900 N 99th Ave", "Wendy's 900 N 99th Ave Avondale  AZ 85323"
 "Wendy's 929 N Arizona Ave", "Wendy's 929 N Arizona Ave Gilbert  AZ 85233"
 "Wendy's 9300 South Blvd", "Wendy's 9300 South Blvd Starmount Charlotte  NC 28273"
 "Wendy's 9380 N 90th St", "Wendy's 9380 N 90th St Scottsdale  AZ 85258"
 "Wendy's 9385 S Eastern Ave", "Wendy's 9385 S Eastern Ave Southeast Las Vegas  NV 89123"
 "Wendy's 990 N Nellis Blvd", "Wendy's 990 N Nellis Blvd Sunrise Las Vegas  NV 89110"
 "Wendy's 9905 W Camelback Rd", "Wendy's 9905 W Camelback Rd Phoenix  AZ 85037"
 "Wendy's Noodle Cafe 3401 S Jones Blvd", "Wendy's Noodle Cafe 3401 S Jones Blvd Chinatown Las Vegas  NV 89146"
 "Wendy's Old Fashioned Hamburgers 1741 E Warner Rd", "Wendy's Old Fashioned Hamburgers 1741 E Warner Rd Tempe  AZ 85284"
 "Wendy's Sky Harbor International Airport", "Wendy's Sky Harbor international Airport Terminal 3 Central City  AZ 85034"
 'Wendys 1600 W Broadway Rd', 'Wendys 1600 W Broadway Rd Tempe  AZ 85282'
 'Westcliff Water Store 7518 Westcliff Dr', 'Westcliff Water Store 7518 Westcliff Drive Westside Las Vegas  NV 89145'
 'Western Beef and Seafood 3848 N Civic Center Dr', 'Western Beef and Seafood 3848 N Civic Center Dr North Las Vegas  NV 89030'
 'Western Market 4208 W Dunlap Ave', 'Western Market 4208 W Dunlap Ave Phoenix  AZ 85051'
 'Western Oriental Super Market 3899 Spring Mountain Rd', 'Western Oriental Super Market 3899 Spring Mountain Rd Chinatown Las Vegas  NV 89102'
 "Wetzel's Pretzels 1300 W. Sunset Road  Space #K6", "Wetzel's Pretzels 1300 W. Sunset Road Space #K6 Henderson  NV 89014"
 "Wetzel's Pretzels 2268 E. Williams Road", "Wetzel's Pretzels 2268 E. Williams Road Gilbert  AZ 85296"
 "Wetzel's Pretzels 3499 W Chandler Blvd  Ste 2302", "Wetzel's Pretzels 3499 W Chandler Blvd Ste 2302 Chandler  AZ 85226"
 "Wetzel's Pretzels 3700 Flamingo  #18", "Wetzel's Pretzels 3700 Flamingo #18 Las Vegas  NV 89103"
 "Wetzel's Pretzels 4550 East Cactus Rd  #KSFC-4", "Wetzel's Pretzels 4550 East Cactus Road #KSFC-4 Phoenix  AZ 85032"
 "Wetzel's Pretzels 4976 Premium Outlets Way  #702", "Wetzel's Pretzels 4976 Premium Outlets Way #702 Chandler  AZ 85226"
 "Wetzel's Pretzels 500 Arizona Mills Circle  Space 462", "Wetzel's Pretzels 500 Arizona Mills Circle Space 462 Tempe  AZ 85282"
 "Wetzel's Pretzels 6605 Las Vegas Blvd  Ste K7", "Wetzel's Pretzels 6605 Las Vegas Blvd Ste K7 Southeast Las Vegas  NV 89119"
 "Wetzel's Pretzels 6800 No. 95th Avenue  #892", "Wetzel's Pretzels 6800 No. 95th Avenue #892 Glendale  AZ 85305"
 "Wetzel's Pretzels 7000 E. Camelback Road  #2242", "Wetzel's Pretzels 7000 E. Camelback Road #2242 Scottsdale  AZ 85251"
 "Wetzel's Pretzels 7400 Las Vegas Blvd.  South  Space No. FC26", "Wetzel's Pretzels 7400 Las Vegas Blvd.  South Space No. FC26 Southeast Las Vegas  NV 89123"
 "Wetzel's Pretzels 7501-7699 Haven St", "Wetzel's Pretzels 7501-7699 Haven St Southeast Las Vegas  NV 89123"
 "Wetzel's Pretzels 7700 W. Arrowhead Towne Ctr.  #1151", "Wetzel's Pretzels 7700 W. Arrowhead Towne Ctr. #1151 Glendale  AZ 85308"
 'What The Fries ', 'What The Fries University City Charlotte  NC 28262'
 "What's Brew'n In Sun Prairie 3140 Edmonton Dr  Ste 100", "What's Brew'n In Sun Prairie 3140 Edmonton Dr Ste 100 Sun Prairie  WI 53590"
 "What's Your Beef 14021 Conlan Cir", "What's Your Beef 14021 Conlan Cir Ballantyne Charlotte  NC 28277"
 'Whataburger 14251 W Indian School Byp', 'Whataburger 14251 West Indian School Bypass Goodyear  AZ 85395'
 'Whataburger 2460 W Bethany Home Rd', 'Whataburger 2460 West Bethany Home Road Phoenix  AZ 85015'
 'Whataburger 2910 W Thunderbird Rd', 'Whataburger 2910 W Thunderbird Road Phoenix  AZ 85053'
 'Whataburger 450 W Indian School Rd', 'Whataburger 450 West Indian School Road Phoenix  AZ 85013'
 'Whataburger 7375 W Chandler Blvd', 'Whataburger 7375 West Chandler Blvd. Chandler  AZ 85226'
 'WhereUBean Coffee 4804 E Chandler Blvd  Ste 110', 'WhereUBean Coffee 4804 E Chandler Blvd Ste 110 Phoenix  AZ 85048'
 'Which Wich 101 S Tryon St  Ste 18', 'Which Wich 101 S Tryon St Ste 18 Uptown Charlotte  NC 28202'
 'Whiskey Ranch BBQ 70 S Val Vista Dr  Ste A3-419', 'Whiskey Ranch BBQ 70 S Val Vista Dr Ste A3-419 Gilbert  AZ 85296'
 'Whisky Shop L2b Princes Mall  Waverley Bridge', 'Whisky Shop L2b Princes Mall Waverley Bridge Old Town Edinburgh EH1 1BQ'
 'Whisky World 36 Cockburn Street  Edinburgh', 'Whisky World 36 Cockburn Street Edinburgh Old Town Edinburgh EH1 1PB'
 'White Castle 3411 S Las Vegas Blvd', 'White Castle 3411 S Las Vegas Blvd The Strip Las Vegas  NV 89109'
 'White Cross Drugs 1700 Las Vegas Blvd', 'White Cross Drugs 1700 Las Vegas Blvd Las Vegas  NV 89104'
 'White Cross Market 1700 Las Vegas Blvd', 'White Cross Market 1700 Las Vegas Blvd Downtown Las Vegas  NV 89104'
 'White Cup Coffee 3933 E Indian School Rd', 'White Cup Coffee 3933 E Indian School Rd Phoenix  AZ 85018'
 'White Eyes Fresh Fry Bread 20219 N 59th Ave  Ste A-3', 'White Eyes Fresh Fry Bread 20219 N 59th Ave Ste A-3 Glendale  AZ 85308'
 'White Lion Tea 15941 N 77th St  Ste 3', 'White Lion Tea 15941 N 77th St Ste 3 Scottsdale  AZ 85260'
