,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
4482,2LrMcbRnJvp9BC22hgZulg,"""Okia""",Laval,"""1091 Boulevard des Laurentides""",Laval,QC,H7G 2W2,45.5774467,-73.6996902,3.5,6,Asian Fusion;Restaurants;Sushi Bars
4483,VHWHP4WomCyJKD7d1-j1EQ,"""Pita Mio""",Riverdale,"""716 Queen Street E""",Toronto,ON,M4M 2H5,43.659042,-79.3496875,2.0,4,Restaurants;Mediterranean;Middle Eastern
4484,UZYOo3nCn7FPUzV7TMVHNA,"""Theresa's Hacienda""",,"""1109 N Dysart Rd""",Avondale,AZ,85323,33.4445757,-112.34092920000002,3.0,4,Mexican;Restaurants
4485,VADsDteqi8ac5-egcloI3w,"""Elite Restaurant & Banquet Hall""",,"""1118 Finch Avenue W""",Toronto,ON,M3J 3J4,43.7672739,-79.4747079,4.0,4,Russian;Restaurants
4486,o-xFcSeSycAfqplklC222Q,"""One World Pizza""",,""", 508 E Green St""",Champaign,IL,61820,40.110827,-88.231612,3.5,13,Pizza;Restaurants
4487,aHbSEZ8ToCUbLHErTJFKXA,"""Little Tokyo Sushi""",,"""726 Kingston Road""",Pickering,ON,L1V 1A8,43.820006,-79.1141185,3.0,4,Restaurants;Japanese;Sushi Bars
4488,6rv2q1906KMiJTW2QpXv6A,"""Sushi Maru and Ramen""",,"""115 Times Avenue""",Markham,ON,L3T 7Z5,43.8421682,-79.3904432,2.5,18,Restaurants;Sushi Bars
4489,FAI9pDhZ-Af4OJnhIxdxOA,"""Gelato Pizza""",Leslieville,"""1091 Queen Street E""",Toronto,ON,M4M 1K3,43.6618354616,-79.3361382282,2.5,10,Ice Cream & Frozen Yogurt;Pizza;Food;Restaurants
4490,4lgsEQ_ceLhnPiikEPdULQ,"""Cafe No 8""",,"""1 Spadina Rd""",Richmond Hill,ON,L4B 2Y1,43.8605718,-79.3957019,4.0,5,Chinese;Restaurants;Fast Food
4491,jpnts8lMTGUPvIYUj7rg1A,"""Iman's Grill""",Newington,"""29-33 Nicolson Square, Nicolson Street""",Edinburgh,EDH,EH8 9BX,55.945556599999996,-3.1846324,4.0,4,Restaurants;Italian;Indian;Fast Food
4492,oto82J0DIvK1lyJf0j_yUA,"""The Coffee House on Water Street""",,"""117 S Water St""",Henderson,NV,89015,36.0337114,-114.98348770000001,4.5,27,Coffee & Tea;Food
4493,Yc-QA8PfuY0Semey7BCp9A,"""Julie's Chicken & Waffles""",,"""7941 W Glendale Ave""",Glendale,AZ,85303,33.5375425,-112.2308822,2.5,3,Restaurants;Chicken Wings
4494,DpUebtvQjuu2On3Gh2nkBQ,"""Forest Cafe""",Old Town,"""3 Bristo Place""",Edinburgh,EDH,EH1 1EY,55.9463115,-3.1901167999999998,3.0,17,Restaurants;Food;Vegan;Coffee & Tea;Vegetarian
4495,sAU0FbmsQwcwk3uvvvtIgw,"""Schmidt's Tavern""",,"""3069 Cliff Mine Rd""",Coraopolis,PA,15108,40.453621000000005,-80.197647,4.0,21,American (Traditional);Restaurants
4496,PSDExueT0zXtxEE61Y8_uA,"""Yofresco""",The Strip,"""3377 Las Vegas Blvd, Ste 2130""",Las Vegas,NV,89115,36.1218691,-115.1696529,4.5,3,Food;Ice Cream & Frozen Yogurt
4497,BisJmlArDVaR4yv79LvhmQ,"""Sweet Tomatoes Field Kitchen""",,"""7565 W Bell Rd""",Peoria,AZ,85382,33.637715,-112.2223053,1.5,26,Salad;Soup;Restaurants;Vegetarian;Buffets
4498,bZDgFShO-6OaF_Mx2qEyQg,"""Los Paisas""",,"""5033 South Blvd, Ste 702""",Charlotte,NC,28217,35.1685609,-80.874931,4.0,5,Latin American;Restaurants
4499,0keht9nVTliinChbGWWkkg,"""Tapas by Alex Stratta""",Westside,"""440 S Rampart Blvd, Ste 180""",Las Vegas,NV,89145,36.1670211,-115.2860976,3.0,53,Restaurants;Tapas Bars;Bars;Basque;Tapas/Small Plates;Nightlife
4500,EAXzHN5EwmNS3Hz-lBgTxw,"""Ooud Kitchen""",Bruntsfield,"""138 Bruntsfield Pl""",Edinburgh,EDH,EH10 4ER,55.936569299999995,-3.2084101,3.0,7,Breakfast & Brunch;Mediterranean;Restaurants
4501,7_n9hWnaWKRCUOLNPlBLwA,"""Caked Las Vegas""",Southeast,"""9770 S Maryland Pkwy, Ste 1""",Las Vegas,NV,89123,36.011942,-115.136169,3.5,114,Desserts;Food;Bakeries
4502,Imqv2D4hmizxc7ekVjuq8w,"""The Tea Leaf""",Bayview Village,"""2901 Bayview Ave""",North York,ON,M2K 1E6,43.7697939,-79.38648309999999,4.0,4,Food;Tea Rooms;Do-It-Yourself Food
4503,DQd0tcC2zRcOJWtRVRY62w,"""Fresh & Easy""",Summerlin,"""9350 W Lake Mead Blvd""",Las Vegas,NV,89134,36.206678100000005,-115.2990017,4.0,42,Bakeries;Food;Grocery;Convenience Stores
4504,MdR6htOIm-LF051qUCKmGg,"""Pittsburgh Chop House""",,"""5305 Campbells Run Rd""",Pittsburgh,PA,15205,40.4421231,-80.15703740000001,3.0,4,Steakhouses;Restaurants
4505,WRpFnxnh3x_EZ_I91DZbPA,"""The Original Brooklyn Water Bagel""",Ballantyne,"""15105 John J Delaney Dr, Ste F""",Charlotte,NC,28277,35.053156200000004,-80.84712640000001,4.0,94,Food;Coffee & Tea;Breakfast & Brunch;Restaurants;Bagels
4506,f1mT6WrHD0YrQGVlw4kTKg,"""Ravella Hotel Firenze Lounge""",,"""1610 Lake Las Vegas Pkwy""",Henderson,NV,89011,36.1022631,-114.93175740000001,4.0,5,Event Planning & Services;Hotels;Restaurants;Hotels & Travel;Bars;Tapas/Small Plates;Lounges;Nightlife
4507,yKPY_6w7HNb0QhA3DcxvPw,"""Samba""",The Strip,"""3400 Las Vegas Blvd S""",Las Vegas,NV,89109,36.121117392399995,-115.174633683,3.0,278,Food;Brazilian;Restaurants;Steakhouses;Beer;Wine & Spirits
4508,0ZN2MfHyjNIkCx7qJvVhDg,"""SB Eightyone""",,"""24481 Detroit Rd""",Westlake,OH,44145,41.470596,-81.891643,3.0,32,Nightlife;Dance Clubs;Restaurants;American (New);Italian
4509,Tq4Wy87HdM1aDvk2XM_etA,"""Mandarin Buffet""",,"""7101 E McDowell Rd""",Scottsdale,AZ,85257,33.4656197,-111.92841820000001,2.0,7,Restaurants;Buffets
4510,VqTSCejV20R5BCIbe-ORUA,"""Tito Ron's""",Kensington Market,"""214 Augusta Avenue""",Toronto,ON,M5T 2L8,43.654581,-79.4024681,4.0,16,Asian Fusion;Filipino;Food Stands;Restaurants
4511,rFSFudIRrw08NXOY-B8O5A,"""PLATE Restaurant & Lounge""",,"""4351 Main St""",Harrisburg,NC,28075,35.326298,-80.648239,1.5,11,American (New);Event Planning & Services;Caterers;Restaurants;Seafood
4512,2GEr8-FpENQQPdmCrIWMYw,"""Funky Food Shack""",,"""1722 W Vanburen""",Phoenix,AZ,85007,33.4513745605,-112.096707739,4.0,9,Restaurants;Pizza;Salad;Sandwiches
4513,KxGVWLAhwWjEOWfx2R2T8Q,"""Qdoba Mexican Grill""",,"""2855 W Ray Rd, Ste 1""",Chandler,AZ,85224,33.3202869,-111.89050490000001,2.5,19,Mexican;Restaurants
4514,xGF-FT_Ii8bW8JwUCD_0vQ,"""Mafia Mike's""",,"""1614 N Higley Rd, Ste 101""",Mesa,AZ,85233,33.3518,-111.8036,3.5,8,Restaurants;Pizza
4515,nj9vV6tcMwoOBfIzSy9L9A,"""Gavi's Restaurant""",,"""38257 Glenn Ave""",Willoughby,OH,44094,41.640764000000004,-81.405393,4.0,5,Restaurants;Italian
4516,EvsHlX_KPQjfVHRHT6UXZg,"""Lily Fruits Market""",Chinatown,"""300 Spadina Avenue""",Toronto,ON,M5T 2E7,43.653342200000004,-79.398332,5.0,4,Grocery;Food;Juice Bars & Smoothies
4517,2ZU3ujOk7cDnIOIRGmBgjg,"""La Cuisine d'Izza""",Plateau-Mont-Royal,"""228 Rue Bernard O""",Montréal,QC,H2T 2K4,45.5243876,-73.6049072,4.0,4,Tea Rooms;Food;Restaurants;Moroccan
4518,yKAyrYfjBCgBjK82SFY5-g,"""Racines""",Ville-Marie,"""444 Rue Mcgill""",Montréal,QC,H2Y 2G1,45.5003021,-73.55839990000001,4.0,8,Restaurants;French
4519,gOnIxChCeMrDZ8aiS4OgWg,"""Dino's Family Restaurant""",,"""Afton Ridge, 6189 Bayfield Pkwy""",Concord,NC,28027,35.4181532657,-80.6774139404,3.5,12,Greek;Diners;Restaurants
4520,3YjPlOX3VHzKguHetiR_3g,"""Denny's Restaurant""",,"""10340 N Scottsdale Rd""",Paradise Valley,AZ,85253,33.5794609,-111.92614579999999,3.0,5,American (Traditional);Restaurants
4521,vsR4mMcTM1z0cv8oXxDz2w,"""Barootes Restaurant""",Entertainment District,"""220 King St W""",Toronto,ON,M5H 1K4,43.6472581,-79.3869509,3.5,8,Restaurants;Asian Fusion
4522,kN3k8ssOs1Bo7xTtQkpBDg,"""Fresco's Fish & Chips""",,"""816 St Clair Avenue W""",Toronto,ON,M6C 1B6,43.68085479999999,-79.4305171,4.0,26,Fish & Chips;Restaurants;Chicken Wings;Sandwiches
4523,Pj8n8jDPRdXi7RdOABJkWA,"""Amano's Pizza""",,"""1407 S Neil St""",Champaign,IL,61820,40.0995658,-88.24438190000001,4.5,10,Food;Pizza;Specialty Food;Restaurants
4524,_V4I3DfzYbIHL77XDaVM-Q,"""Gourmet Wok""",,"""825 W Baseline Rd""",Tempe,AZ,85283,33.3771903,-111.9520135,3.0,16,Restaurants;Chinese
4525,HdcgC-etrewgDnJCPntC5g,"""Grace""",Little Italy,"""503 College Street""",Toronto,ON,M6G 1A5,43.6558082,-79.4099046,4.0,39,Restaurants;American (New);Canadian (New)
4526,oO6J78pMW4s8OzSUm75SpQ,"""Hooters""",,"""501 S Mill Ave, Ste 201""",Tempe,AZ,85281,33.425289299999996,-111.93969820000001,2.5,68,Restaurants;American (Traditional);Chicken Wings;Sports Bars;Bars;Nightlife
4527,4VIAadQ0yZGss1vNHWUk9g,"""Roasted Barrelhouse & Eatery""",Lawrenceville,"""3705 Butler St""",Pittsburgh,PA,15201,40.466497,-79.9648206,3.0,35,Beer Bar;American (Traditional);Cocktail Bars;Bars;Nightlife;Restaurants
4528,YyQ8WvwwxvsV6Nh5tlsdfw,"""Cold Stone Creamery""",,"""5355 Ballantyne Commons Pkwy""",Charlotte,NC,28277,35.06272,-80.773988,2.5,3,Ice Cream & Frozen Yogurt;Food
4529,4cDWyZa6EqsY4XSWwLY7RA,"""Go Raw Cafe""",Southeast,"""Smiths Shopping Ctr, 2381 E Windmill Ln""",Las Vegas,NV,89123,36.041104,-115.1208125,4.0,180,Food;Juice Bars & Smoothies;Restaurants;Vegetarian;Live/Raw Food;Vegan
4530,5oVIydJLDwm9chThPU6zIA,"""Kale""",Yonge and Eglinton,"""2366 Yonge Street""",Toronto,ON,M4P 2E6,43.7087974,-79.3987963,3.5,35,Vegan;Vegetarian;Restaurants
4531,8n4YzZ_A3zyvb4PpY_yhTg,"""Hot Dog Daddy""",,"""6032 E Cave Creek Rd""",Cave Creek,AZ,85331,33.833785995599996,-111.949244589,5.0,12,Food;Hot Dogs;Restaurants;Street Vendors
4532,cfZfCdo8vTu4S_uBsF10kQ,"""Nam Pho Restaurant""",,"""2025 N Dobson Rd""",Chandler,AZ,85224,33.336267600000006,-111.8741442,4.0,25,Vietnamese;Restaurants
4533,BagD2-u3trnlefs_OEPIig,"""Bite & Sip""",Seaton Village,"""571 Bloor Street W""",Toronto,ON,M6G 1K3,43.6649404,-79.4120024,4.5,17,Juice Bars & Smoothies;Bakeries;Food
4534,GBtmvWalcJZJG6GiJn_rPA,"""Hallenbad Fellbach""",,"""Schillerstr. 19""",Fellbach,BW,70734,48.8071622,9.273930400000001,2.5,3,Restaurants;Swimming Pools;Active Life
4535,_k3PJI3mSS3eIpV8FZ6Tqg,"""Gluttons""",,"""203 E 7th St""",Tempe,AZ,85281,33.4229734,-111.93648259999999,3.5,26,Chinese;Restaurants;American (New);Italian
4536,UUMAhgIAd0SPhsPV1RRFfQ,"""Vegas Sports Nutrition""",,"""9680 S Eastern, Ste 110""",Henderson,NV,89077,36.0366068271,-114.97673034700001,4.5,28,Specialty Food;Food;Health Markets
4537,DYO9Uf1oLvZBX22WFZeu3g,"""My Big Fat Greek Restaurant""",,"""6922 N 95th Ave""",Glendale,AZ,85305,33.535919,-112.26491159999999,3.0,50,Greek;Restaurants
4538,aA8gdI4JfCgqyIJ81O72lg,"""C Thai""",Rosemont-La Petite-Patrie,"""7112 St-Laurent Boulevard""",Montréal,QC,H2S 3E2,45.5340161,-73.6170982,4.5,15,Thai;Restaurants
4539,DjwXvVJitsipN-HoEesXgA,"""Yofee Coffee""",,"""10815 Bathurst Street""",Richmond Hill,ON,L4C 9Y2,43.8853629,-79.4667547,2.5,3,Bakeries;Food;Coffee & Tea;Desserts
4540,KIGl90nuDTYERwf550dM-g,"""Lick's Homeburgers & Icecream Shops""",,"""1775 Queen Street E""",Brampton,ON,L6T 4S3,43.7252915,-79.71659240000001,4.0,4,Burgers;Restaurants
4541,NrZLuREHIfKIeVwSH4G43A,"""Taco Bell""",,"""1835 E Southern Ave""",Tempe,AZ,85282,33.3926328,-111.907129,2.5,6,Restaurants;Tex-Mex;Fast Food
4542,sS_orgHuBAFDDZ-MifJCYw,"""Froots""",Westside,"""8000 W Sahara, Ste 190""",Las Vegas,NV,89117,36.1442303,-115.2660053,2.5,3,Food;Juice Bars & Smoothies
4543,SiGur-ulgncZL1jQVlFSrA,"""Carden's Cafe""",,"""3140 S Gilbert Rd""",Chandler,AZ,85286,33.2607328,-111.78961540000002,3.5,6,Food;Coffee & Tea;Bakeries
4544,0DwMrcy7_X_C_mP8_QcXug,"""High Street Grill""",Gateway District,"""2123 E 2nd St""",Cleveland,OH,44115,41.4977,-81.6905589,2.5,3,American (New);American (Traditional);Burgers;Restaurants
4545,6ByLcHHPTXepgDg7mx3A0A,"""The Continental""",,"""2784 S Fish Hatchery Rd""",Fitchburg,WI,53711,43.005696,-89.426917,3.0,14,Restaurants;Italian
4546,aJK0MWXKgXIgQUCM9fqSJQ,"""The Original Graziano's Pizza Restaurant""",Westside,"""8410 W Desert Inn Rd""",Las Vegas,NV,89117,36.129781799999996,-115.2746743,3.5,69,Restaurants;Italian;Pizza
4547,L21-HVVqaJN-6jtRt7ZefQ,"""Carvers Steaks & Chops""",,"""8258 W Thunderbird Rd, Ste 206""",Peoria,AZ,85381,33.610031299999996,-112.23562439999999,3.0,14,Steakhouses;Restaurants
4548,OZC42gnhlJ_auXduDRfMoQ,"""Scratch""",,"""1011 N 3rd St""",Phoenix,AZ,85004,33.459053999999995,-112.06895300000001,3.0,40,French;Restaurants
4549,_0XSZZrDCkgsnn_7gs6fEQ,"""BT Bakery""",,"""154 Cherry St""",Kent,OH,44240,41.141169700000006,-81.3601406,4.5,13,Bakeries;Bubble Tea;Food
4550,QZFIdWmIWzL_3QNE6Qq10A,"""Garbanzo Mediterranean Grill""",,"""Desert Ridge, 21001 N Tatum Blvd, Ste 36-1210""",Phoenix,AZ,85050,33.5990996129,-111.98348365700001,3.5,63,Restaurants;Specialty Food;Mediterranean;Food;Ethnic Food
4551,Ks9nrEuLdjmrLH9uXz_G8A,"""Chipotle Mexican Grill""",,"""6602 E Superstition Springs Blvd, Pad C""",Mesa,AZ,85206,33.3857959464,-111.690540037,3.5,56,Mexican;Tex-Mex;Restaurants;Fast Food
4552,ladygnq1uvjC60Wuw3ocWQ,"""Walmart""",,"""100 S High Cross Rd""",Urbana,IL,61802,40.111735700000004,-88.159347,1.5,3,Grocery;Drugstores;Fashion;Department Stores;Shopping;Food;Mobile Phones;Discount Store
4553,112pGcb0ZB666d_IwFt4jA,"""Chutney Rolls""",,"""2218 Murray Hill Rd""",Cleveland,OH,44106,41.503490426599996,-81.6013281482,4.0,66,Restaurants;Indian
4554,eMpn636TN2mukHwwUrEUNA,"""Sushi World""",Kensington Market,"""281 College Street""",Toronto,ON,M5T 1S2,43.657694,-79.40078570000001,3.5,20,Sushi Bars;Restaurants
4555,D3SphPFz2cXzqGiI0LuwUw,"""Henderson Restaurant Supply""",,"""1201 American Pacific Dr, Ste A""",Henderson,NV,89074,36.0412026,-115.0385173,4.0,14,Wholesalers;Professional Services;Shopping;Restaurant Supplies;Kitchen & Bath;Home & Garden;Wholesale Stores;Restaurants
4556,QcpalLGkXwofyrWaIJNXVA,"""La Cabana""",Greektown,"""467 Danforth Avenue""",Toronto,ON,M4K 1P1,43.6777461,-79.3500912,3.5,22,Mexican;Restaurants
4557,8Tes8QqrvginmtCeddlGMw,"""The Coffee Bean & Tea Leaf""",,"""4513 N Scottsdale Rd""",Scottsdale,AZ,85251,33.502954200000005,-111.92571170000001,3.0,4,Food;Coffee & Tea
4558,znDUBjt-m2qmXi_p3m3rDA,"""Lee's Buffet""",Eastside,"""1510 E Flamingo Rd""",Las Vegas,NV,89119,36.115307200000004,-115.13279309999999,2.0,45,Restaurants;Buffets
4559,Ljg4vW77vURI0DRJuMX5vA,"""Crazy Sushi Oakville Centrum""",,"""2045 Winston Park Drive""",Oakville,ON,L6H 6P5,43.5082083,-79.66878659999999,3.0,8,Sushi Bars;Restaurants
4560,SkdDestSlipSj43lYgskxg,"""Paradise Bakery & Cafe""",,"""20199 N 67th Ave""",Glendale,AZ,85308,33.6670571,-112.2025777,3.0,51,Sandwiches;Restaurants;Bakeries;Food
4561,nPzEkY4q41ajDv2cix5fvA,"""Quaker Steak & Lube""",,"""7731 Gateway Ln NW""",Concord,NC,28027,35.366203000000006,-80.70880090000001,3.0,47,Bars;Sports Bars;Restaurants;Burgers;Chicken Wings;Sandwiches;Nightlife
4562,JgP4jfub4YWf1ErdaRAmTQ,"""Sewickley Cafe""",Sewickley,"""409 Beaver St""",Sewickley,PA,15143,40.5412635,-80.1814021,3.5,39,American (New);Restaurants
4563,065sBHgP3zQKrTFveNu65Q,"""Ambrosi's Pizza""",,"""5766 Mayfield Rd""",Mayfield Heights,OH,44124,41.5196463,-81.4718332,4.0,6,Restaurants;Food;Pizza;Desserts;Chicken Wings
4564,DJr-kNyyTJpobrvjwaQZ4g,"""Valo""",,"""12718 Larchmere Blvd""",Cleveland,OH,44120,41.48739570000001,-81.5936889,3.0,6,Tapas/Small Plates;Restaurants;American (New);Nightlife;Bars
4565,ZjMNad9hCvBJficJA0bFRQ,"""Gumby's Pizza""",,"""2825 University Ave""",Madison,WI,53705,43.07428970000001,-89.4374308,3.5,19,Pizza;Restaurants
4566,TPdtEIM_Jx_LmGhpbpFs6Q,"""Gus's Sir Beef""",,"""106 Mariposa Rd""",Stanley,NC,28164,35.370678000000005,-81.096992,4.0,5,Restaurants;American (Traditional)
4567,Cy1bPenka65T2AUBAn-WkQ,"""T-Swirl Crêpe""",Unionville,"""1056-28 S Unionville Avenue""",Markham,ON,L3R 4P9,43.856733102,-79.3036431447,3.5,54,Creperies;Gluten-Free;Food;Japanese;Restaurants;Desserts
4568,xy75eIZy-Qr_7c1vWUQJCQ,"""Petit Wok""",Ville-Marie,"""1670 Boulevard de Maisonneuve O""",Montreal,QC,H3H 1J6,45.494750700000004,-73.5800061,3.0,4,Chinese;Szechuan;Restaurants
4569,IbE1cc06F4Vqq-H8RP-RoA,"""Java Detour""",Eken Park,"""2910 E Washington Ave""",Madison,WI,53704,43.1037061,-89.3439378,4.5,12,Food;Coffee & Tea
4570,yU_z2d0TnLBBFEEYMYhKJA,"""Latitude 360""",,"""200 Quinn Dr""",Pittsburgh,PA,15275,40.4459019958,-80.1778578288,2.5,76,American (New);Bowling;Restaurants;Bars;Nightlife;Active Life
4571,-pN44P-_PjRpcj4Rk2wMOg,"""Cupcakery""",The Strip,"""Monte Carlo Hotel and Casino, 3770 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1044875,-115.1767584,3.0,90,Desserts;Food
4572,qjYhAxibnS2M5IybPd5Yfw,"""Eggspectation""",Downtown Core,"""220 Yonge St""",Toronto,ON,M5B 2H1,43.653929,-79.3802132,3.0,86,Burgers;American (New);Restaurants;Canadian (New);Breakfast & Brunch
4573,TeAHqoCOdktjA4q4eOVD7Q,"""Greystone Restaurant Tap Room""",Sedgefield,"""3039 South Blvd""",Charlotte,NC,28209,35.19747,-80.868984,3.0,26,Southern;Restaurants
4574,MzEzQLdcHcASsYVZ57UY8A,"""Waterstreet Grill""",Warehouse District,"""1265 W 9th St""",Cleveland,OH,44102,41.499746,-81.700714,2.5,17,Restaurants;Breakfast & Brunch;American (New)
4575,07uIA9g45obULqGt7BLNqw,"""Le Petit Italien""",Outremont,"""1265 Rue Bernard O""",Outremont,QC,H2V 1V8,45.5197335688,-73.6092916356,4.0,16,Restaurants;Breakfast & Brunch;Italian
4576,q3l9PH7GSo02xC2H2B4h4A,"""Local Tavern""",,"""5513 Pearl Rd""",Parma,OH,44129,41.4126922,-81.7349257,4.0,25,Beer;Wine & Spirits;Food;Music Venues;Specialty Food;Nightlife;Arts & Entertainment
4577,IK-N8tsV-zDw6M7MKKeisQ,"""Cruzers Burgers""",,"""340 N Boulder Hwy""",Henderson,NV,89015,36.043214,-114.98508700000001,3.0,23,Restaurants;Burgers
4578,XZ1GgZfWRL87ieujN94q1g,"""Schnitzel Queen""",Corktown,"""237 Queen Street E""",Toronto,ON,M5A 1S5,43.6545466,-79.36928370000001,4.5,100,Restaurants;Sandwiches;German
4579,LjDmo1YSiuRme9NfAGrvAg,"""Lucci Café""",Sud-Ouest,"""1830 Rue William""",Montréal,QC,H3J 1R5,45.4871981551,-73.56711789970001,4.5,6,Italian;Restaurants;Event Planning & Services;Coffee & Tea;Party & Event Planning;Cafes;Juice Bars & Smoothies;Food
4580,CWhCFNnV60zdQo4c1GBWOA,"""28GO The Restaurant""",University,"""4632 S Maryland Pkwy, Ste 12""",Las Vegas,NV,89119,36.105025899999994,-115.1359481,4.0,102,Nightlife;Bars;Asian Fusion;Wine Bars;Restaurants
4581,XgZGHGkmIfFNXPfcGFMnKA,"""Peet's Coffee & Tea""",,"""2101 Richmond Road""",Beachwood,OH,44122,41.500481,-81.496827,4.5,15,Coffee & Tea;Food
4582,KUZykABD2mpdzgsd5QTedw,"""Cuzins Soul Food""",,"""211 N Saint Clair St""",Painesville,OH,44077,41.728778000000005,-81.245191,5.0,5,Southern;Barbeque;Soul Food;Restaurants
4583,e9shtyZ7-9GYcbPIVV--XQ,"""Escobar's Restaurant""",,"""6 E Columbia Ave""",Champaign,IL,61820,40.1212439,-88.2428344,4.0,147,Latin American;Mexican;American (New);Restaurants
4584,q-9wprAg0B4_5o2ZWeR20g,"""Wendy's Old Fashioned Hamburgers""",,"""1314 S Rural Road""",Tempe,AZ,85281,33.4139365,-111.92674879999998,3.0,6,Restaurants;Burgers
4585,7yEHwJrpnED8TqaYaR1smg,"""Cafe Carolina & Bakery""",,"""5361 Ballantyne Commons Pkwy, Ste 200""",Charlotte,NC,28277,35.063369,-80.7737745,3.0,13,Bakeries;Food
4586,CiMCwr49-yAfrd9i1-QkzA,"""I Deal Coffee""",,"""3336 Yonge Street""",Toronto,ON,M4N 2M4,43.7315779,-79.4040925,3.5,13,Food;Coffee & Tea
4587,7t7NdjgHShlZ9R5UEqTOCQ,"""Dairy Queen Orange Julius""",,"""11025 Carolina Place Pkwy, Ste Fc3""",Pineville,NC,28134,35.077020325700005,-80.890922409,2.0,4,Ice Cream & Frozen Yogurt;Food
4588,IoE8d_p1Byw-9NAHlGzM5Q,"""The Friendly Greek""",Scarborough,"""4410 Kingston Road""",Scarborough,ON,M1E 2N5,43.7684166,-79.19030649999999,3.0,4,Greek;Restaurants;Mediterranean
4589,zLcarNPsB3Z2olCEjwbLuQ,"""Shenanigans Bar & Grill""",,"""2244 W Bell Rd""",Phoenix,AZ,85023,33.6408134,-112.10801540000001,3.0,27,Bars;American (Traditional);Nightlife;Restaurants
4590,ENjwTPbFZIMjirA0G3n3kw,"""Kronprinz""",,"""Neckarstr. 124""",Stuttgart,BW,70190,48.7871086,9.192193,4.0,8,Restaurants;German;Serbo Croatian
4591,oT-6H7Tp6ZNbOx9-P5e8xg,"""Pioneer Restaurant""",,"""3901 W Pioneer Rd""",Phoenix,AZ,85086,33.819540100000005,-112.1429486,4.0,4,Restaurants;Southern
4592,ik0y2ZYiMQBVQsyDDyOzfw,"""Cornfusion""",Spring Valley,"""5130 S Ft Apache Rd, Ste 205""",Las Vegas,NV,89148,36.0957508,-115.2967138,3.5,34,Specialty Food;Chocolatiers & Shops;Shaved Ice;Food;Candy Stores
4593,aep2Dc7tdI1IVUGaVRjRJQ,"""Sport Nutrition Depot""",Downtown Core,"""632 Yonge Street""",Toronto,ON,M4Y 1Z8,43.66634929999999,-79.3853278,4.0,3,Food;Specialty Food;Health Markets
4594,w9EupnqoVAmbPJ5P5_IQiA,"""Soohyang - Korean Traditional Tea & Alcohol""",,"""7051 Yonge street""",Thornhill,ON,L3T 2A6,43.7995302042,-79.4201107146,4.5,25,Cocktail Bars;Food;Coffee & Tea;Restaurants;Tea Rooms;Nightlife;Korean;Bars
4595,3IshslsyTGznRjerD3WANQ,"""Gatti's New York Subs""",,"""6750 W Peoria Ave""",Peoria,AZ,85345,33.582783,-112.2042446,4.5,33,Restaurants;Sandwiches
4596,tD9NFAfpJ1mVtJVyAtJwQQ,"""Kazi Sushi Haus""",,"""99A Davis Drive""",Newmarket,ON,L3Y 2M7,44.055747499999995,-79.476339,5.0,4,Japanese;Restaurants
4597,ZK0Q-hn46I8JrRTleg_dYQ,"""Mai Thai Restaurant & Catering""",Yonge and Eglinton,"""2364 Yonge Street""",Toronto,ON,M4P 2E6,43.708772700000004,-79.3987906,3.0,15,Restaurants;Thai;Caterers;Event Planning & Services;Desserts;Food;Asian Fusion
4598,5VCVQJE1VAslUH7xSB6w_w,"""Bumzac Bistro""",,"""11025 Carolina Place Pkwy""",Pineville,NC,28134,35.082188,-80.876336,4.5,6,French;Chicken Wings;Bars;Restaurants;American (Traditional);Nightlife
4599,OPn0uRFWLmgE8XXue7mQZg,"""Triple B - Beef Burger Brothers""",,"""Bottwarstr. 1""",Stuttgart,BW,70435,48.8315296703,9.1752291843,4.5,48,Restaurants;American (Traditional);Fast Food;Vegetarian;Food;Burgers
4600,pMC5ct22Jvyxi14ikiq0xw,"""G's BBQ Lounge""",,"""5122 N Dysart Rd""",Litchfield Park,AZ,85340,33.510692600000006,-112.3415139,2.5,38,Barbeque;Restaurants;Bars;Arts & Entertainment;Performing Arts;Lounges;Nightlife
4601,kl_Xl2HloCSOMlOjmPVkkQ,"""Windy City Dogs""",,"""13760 W Bell Rd""",Surprise,AZ,85374,33.63987589999999,-112.3566425,4.5,8,Restaurants;Food Stands
4602,7qc4FTqDmES4GUPFZYkwwg,"""El Jacal""",Dovercourt,"""1056 Bloor Street W""",Toronto,ON,M6H 1M3,43.6605669,-79.4325733,3.5,10,Mexican;Restaurants
4603,LsBLKGlaoXxmr_n-r6of0A,"""Halite""",Ohio City,"""2800 Clinton Ave""",Cleveland,OH,44113,41.4888735,-81.70901040000001,4.5,3,Restaurants
4604,vLO7WdSy53qYHXl_PiRf1w,"""Don Miguel's""",,"""The Orleans Hotel & Casino, 4500 W Tropicana Ave""",Las Vegas,NV,89173,36.1057107,-115.20227220000001,3.0,8,Mexican;Restaurants
4605,GuiGKSh3_Z-V8L79McM5Ow,"""Vera's Kitchen""",Yonge and Eglinton,"""90 Eglinton Avenue E""",Toronto,ON,M4P 2Y3,43.707196100000004,-79.39625649999999,4.0,33,Restaurants;Canadian (New);Barbeque;Russian
